reputation,answers
35929,"[[0, 0, 295], [0, 0, 1431]]"
35920,"[[0, 0, 716], [0, 0, 2233], [1, 1, 1827], [3, 0, 644]]"
35911,"[[0, 0, 248]]"
35835,"[[0, 3, 645], [1, 3, 340], [6, 2, 791], [2, 0, 218], [0, 0, 161], [1, 0, 180], [1, 2, 208], [0, 0, 420], [0, 6, 160], [0, 2, 252], [0, 4, 79], [2, 0, 473], [2, 4, 768], [1, 0, 267], [0, 5, 289], [4, 1, 356], [0, 2, 484], [2, 0, 174], [0, 0, 220], [0, 0, 165], [1, 1, 300], [0, 4, 195], [1, 3, 373], [0, 9, 236], [1, 4, 121], [0, 3, 596], [0, 0, 765], [1, 6, 228], [0, 0, 948], [0, 3, 488], [0, 0, 125], [1, 0, 145], [1, 0, 372], [0, 0, 234], [0, 0, 1029], [1, 0, 263], [1, 0, 67], [5, 0, 2483], [1, 0, 627], [0, 1, 331], [4, 5, 167], [4, 0, 434], [1, 0, 775], [1, 0, 193], [0, 7, 188], [1, 0, 343], [0, 0, 603], [0, 0, 149], [0, 0, 567], [1, 3, 192], [2, 0, 411], [2, 7, 203], [0, 0, 190], [0, 2, 160], [0, 0, 242], [1, 2, 383], [0, 7, 289], [0, 1, 472], [0, 0, 357], [0, 1, 197], [0, 0, 340], [0, 0, 787], [2, 0, 132], [0, 1, 511], [1, 1, 328], [0, 1, 127], [1, 0, 191], [1, 0, 1069], [0, 2, 364], [1, 4, 276], [0, 5, 393], [0, 1, 278], [0, 0, 811], [0, 0, 200], [1, 0, 383], [0, 1, 559]]"
35711,"[[0, 1, 2972], [1, 0, 1520], [1, 0, 3189], [4, 2, 488], [3, 0, 4204], [1, 0, 195], [1, 2, 4538], [3, 6, 3077]]"
35702,"[[0, 3, 558]]"
35683,"[[0, 3, 678], [9, 0, 1563], [8, 0, 793], [1, 1, 664], [4, 0, 1491], [1, 0, 1535], [3, 2, 423], [0, 1, 366], [0, 0, 1517]]"
35632,"[[0, 0, 917], [3, 0, 959], [0, 0, 1518], [2, 1, 1012], [2, 1, 436], [1, 0, 2255], [0, 0, 2439], [1, 0, 1166], [0, 2, 846], [2, 0, 2368], [0, 0, 585], [0, 0, 2453], [0, 0, 688], [1, 1, 1121]]"
35604,"[[0, 0, 220], [1, 0, 592], [0, 0, 757]]"
35577,"[[1, 1, 1684]]"
35533,"[[2, 1, 176]]"
35528,"[[0, 1, 1679]]"
35436,"[[1, 0, 1829]]"
35361,"[[2, 3, 175], [0, 0, 235], [1, 0, 572]]"
35250,"[[2, 2, 1476], [0, 2, 1638], [1, 2, 801], [3, 0, 1589], [1, 1, 721], [1, 2, 964], [1, 1, 407], [0, 1, 601], [1, 1, 1283], [0, 0, 464]]"
35225,"[[1, 0, 814], [0, 5, 368], [2, 7, 610], [1, 0, 2168], [0, 0, 501], [0, 1, 702], [1, 0, 729], [1, 1, 844], [1, 0, 415]]"
35218,"[[1, 0, 1346]]"
35099,"[[3, 0, 1707]]"
34969,"[[0, 0, 620]]"
34715,"[[0, 1, 2297], [-1, 2, 668], [0, 2, 1613], [2, 1, 7005], [1, 0, 997], [0, 2, 1225], [16, 1, 9268], [1, 0, 2462], [1, 2, 2456], [2, 0, 4526], [1, 0, 419], [2, 4, 5778], [1, 1, 3724], [2, 2, 4815], [0, 0, 2146], [1, 0, 7873]]"
34712,"[[0, 8, 3347], [0, 0, 998], [1, 2, 3542], [0, 1, 510], [0, 0, 1145]]"
34643,"[[0, 0, 391], [0, 0, 726], [1, 0, 540], [0, 2, 525], [1, 0, 539], [0, 2, 1440]]"
34585,"[[1, 0, 5386], [0, 0, 673]]"
34496,"[[0, 0, 2275], [1, 1, 934], [1, 0, 3967], [0, 0, 1062], [0, 0, 1125], [0, 2, 1040], [1, 0, 707], [0, 0, 1880], [0, 0, 1222], [1, 10, 393], [0, 0, 432], [0, 0, 757], [2, 0, 917], [0, 0, 1509], [2, 0, 3475], [1, 0, 911], [0, 0, 831], [1, 2, 679], [1, 0, 1184], [0, 1, 807], [1, 2, 813], [0, 2, 1297], [0, 0, 1508], [1, 0, 589]]"
34480,"[[3, 4, 2916], [2, 2, 292], [0, 0, 741], [4, 0, 1076], [2, 8, 867], [3, 0, 857]]"
34470,"[[0, 0, 1073], [2, 1, 1619]]"
34441,"[[0, 0, 3196], [0, 0, 3906], [2, 2, 2792]]"
34387,"[[1, 0, 1337], [0, 0, 1309], [0, 2, 1749], [1, 0, 1021]]"
34345,"[[0, 0, 184]]"
34337,"[[0, 0, 330], [1, 7, 987], [1, 0, 663], [1, 2, 923], [1, 6, 711], [0, 0, 407], [0, 0, 282], [1, 1, 589], [0, 1, 2256], [2, 1, 621], [0, 1, 1601], [1, 1, 365], [0, 0, 874], [1, 8, 1394], [0, 3, 803]]"
34319,"[[0, 1, 1245], [0, 0, 3430], [1, 1, 2238], [0, 0, 726], [2, 0, 1466], [1, 1, 5250]]"
34219,"[[1, 0, 1824]]"
34217,"[[0, 6, 1337], [0, 1, 2672], [0, 1, 1252], [1, 0, 501], [3, 16, 1772], [1, 16, 4762], [0, 17, 8433], [0, 1, 1744], [3, 2, 1893], [1, 2, 971], [0, 15, 434], [3, 1, 1030], [0, 1, 1841], [1, 2, 1857], [2, 2, 1763], [0, 0, 426], [0, 0, 2025], [1, 0, 256]]"
34195,"[[1, 0, 1194], [0, 4, 1353]]"
34174,"[[1, 0, 363], [2, 2, 687], [3, 1, 690], [1, 2, 105], [1, 9, 2397]]"
34053,"[[0, 0, 380], [3, 1, 2218], [0, 0, 889], [2, 2, 1850], [2, 2, 699]]"
34024,"[[0, 0, 4184], [1, 0, 1157]]"
33976,"[[1, 0, 1751], [1, 2, 1326], [0, 2, 2663], [0, 1, 2519], [1, 1, 4341], [0, 1, 2067], [1, 1, 1951], [1, 5, 2106], [1, 0, 2120], [1, 2, 2397], [0, 1, 2449], [0, 0, 1774], [1, 0, 4242], [0, 0, 2451], [0, 1, 2408], [1, 0, 3064], [2, 7, 139], [1, 1, 2616], [1, 0, 950], [1, 0, 1890], [0, 1, 1932], [0, 0, 1321], [0, 0, 2880], [0, 0, 3098], [0, 0, 2005], [1, 1, 1500], [0, 0, 2424], [0, 0, 1845], [0, 0, 3043], [0, 0, 3412], [0, 0, 1517], [0, 0, 3316], [1, 0, 964], [0, 0, 1331]]"
33965,"[[0, 0, 2190], [-1, 0, 1986]]"
33914,"[[3, 2, 3571], [0, 0, 728]]"
33886,"[[0, 0, 778]]"
33882,"[[0, 2, 365], [0, 0, 396]]"
33871,"[[0, 0, 636]]"
33753,"[[3, 4, 620]]"
33737,"[[0, 1, 1129], [0, 0, 1665]]"
33727,"[[1, 2, 608], [1, 0, 642]]"
33683,"[[0, 0, 388], [0, 0, 1001], [0, 0, 148], [1, 0, 237]]"
33680,"[[0, 0, 1270], [0, 0, 1159], [0, 0, 389], [0, 0, 527], [0, 0, 1229], [0, 0, 506], [0, 0, 2279], [0, 0, 823]]"
33679,"[[1, 2, 656]]"
33540,"[[0, 0, 124]]"
33494,"[[0, 1, 334]]"
33440,"[[0, 0, 340], [1, 0, 938], [4, 2, 717], [0, 4, 786], [1, 0, 289], [0, 0, 716], [0, 1, 607], [1, 6, 614], [1, 1, 2286], [1, 6, 2338], [0, 4, 591], [1, 0, 805], [1, 0, 1586], [0, 6, 810], [1, 1, 722], [1, 0, 373], [1, 2, 964], [1, 0, 534], [0, 1, 1200], [1, 10, 1659], [0, 0, 2033], [1, 1, 1015], [1, 0, 403], [0, 9, 136], [0, 0, 87], [1, 0, 1233], [0, 4, 270], [1, 1, 724], [0, 0, 986], [1, 0, 221], [1, 0, 281], [0, 0, 487], [0, 0, 403], [0, 0, 1216], [0, 0, 1106], [0, 0, 772], [0, 0, 573], [0, 0, 1130], [0, 0, 2875]]"
33371,"[[0, 0, 646]]"
33362,"[[1, 0, 274], [0, 0, 12035], [0, 0, 1816], [1, 5, 5805], [0, 0, 1402], [0, 0, 3429], [0, 0, 1672], [3, 1, 3366]]"
33353,"[[1, 2, 1038], [3, 0, 781], [1, 0, 1496], [9, 1, 3006], [2, 0, 2172], [3, 5, 641], [4, 0, 1083], [1, 3, 784], [5, 11, 1320], [2, 1, 1021], [3, 10, 2675], [1, 0, 1784], [1, 1, 357], [1, 0, 236], [1, 9, 2281], [5, 0, 873], [2, 3, 1112], [3, 0, 809], [0, 0, 4935], [2, 2, 3260], [2, 0, 935], [0, 0, 764], [1, 3, 2901], [0, 0, 1043], [1, 1, 1450], [4, 4, 3438], [1, 1, 1347], [2, 2, 1193], [1, 0, 1573], [2, 0, 802], [2, 1, 1738]]"
33338,"[[0, 0, 345]]"
33241,"[[1, 0, 2187], [2, 0, 3104], [1, 0, 2636], [1, 0, 729], [0, 0, 3907]]"
33144,"[[1, 0, 576], [2, 2, 378], [2, 0, 1000], [2, 0, 956]]"
33054,"[[1, 2, 7425], [0, 0, 2129]]"
33016,"[[1, 1, 216], [1, 7, 1519], [0, 1, 1072], [0, 0, 268], [0, 4, 612], [0, 0, 312]]"
32920,"[[2, 2, 1678]]"
32881,"[[1, 0, 2142], [0, 0, 165], [0, 4, 465], [-1, 1, 365], [0, 0, 370]]"
32878,"[[0, 2, 277], [0, 2, 415]]"
32854,"[[0, 1, 1827], [0, 0, 2141], [2, 4, 294], [0, 0, 1836], [1, 0, 1490], [1, 3, 1249], [0, 0, 1610], [0, 0, 1857], [0, 0, 1205], [1, 0, 810], [0, 0, 2102]]"
32808,"[[0, 4, 1649], [0, 0, 1239], [0, 1, 805], [0, 0, 333], [1, 2, 1347], [1, 0, 1036], [0, 2, 1644], [0, 0, 2223], [0, 0, 1588]]"
32725,"[[1, 0, 4477]]"
32623,"[[1, 1, 1431], [0, 1, 504], [0, 1, 315], [0, 1, 471], [0, 0, 565], [0, 1, 1172], [0, 0, 948], [0, 0, 322], [0, 0, 293], [0, 1, 379], [0, 0, 652]]"
32577,"[[0, 0, 525], [1, 1, 505], [0, 0, 1982], [0, 0, 555], [1, 1, 422], [0, 0, 674], [2, 0, 935], [1, 3, 312], [0, 0, 631]]"
32546,"[[3, 1, 409], [0, 4, 318], [4, 0, 993], [2, 0, 1400], [1, 2, 2306], [2, 2, 2566], [1, 1, 1356], [1, 4, 1329], [1, 0, 4599], [3, 2, 2712]]"
32519,"[[0, 1, 890], [0, 0, 1067]]"
32476,"[[1, 0, 600], [1, 3, 1226], [2, 1, 1168], [0, 0, 967], [1, 0, 736]]"
32461,"[[1, 1, 1762], [1, 3, 6046], [0, 0, 847], [0, 1, 1814]]"
32446,"[[1, 1, 274], [0, 1, 645]]"
32385,"[[4, 0, 465]]"
32254,"[[0, 0, 643], [0, 2, 1270], [1, 5, 1097], [0, 0, 1335]]"
32231,"[[0, 0, 520]]"
32228,"[[0, 0, 1689], [4, 2, 3654], [0, 10, 2205]]"
32222,"[[0, 0, 980]]"
32165,"[[0, 0, 720], [0, 0, 189]]"
32151,"[[3, 0, 1767], [1, 1, 1286], [1, 2, 909]]"
32052,"[[0, 0, 190], [0, 0, 1004]]"
31943,"[[3, 3, 1525], [1, 0, 1380], [0, 0, 5384], [1, 1, 709], [0, 0, 1658], [1, 0, 4201], [0, 0, 1377], [0, 0, 3097], [0, 0, 3287]]"
31910,"[[1, 0, 9957], [1, 0, 1478], [0, 1, 1784], [0, 0, 2411], [0, 7, 4863], [0, 2, 13434], [1, 3, 1760], [0, 0, 1986], [0, 0, 1218], [1, 1, 3662], [1, 1, 3833], [0, 0, 1074], [1, 1, 1020], [0, 2, 9039], [0, 6, 2025], [0, 7, 5093]]"
31901,"[[0, 0, 599]]"
31874,"[[1, 0, 3395]]"
31862,"[[1, 9, 1076], [1, 0, 2603]]"
31846,"[[0, 0, 298], [0, 0, 438]]"
31814,"[[0, 0, 2540], [1, 3, 2990], [1, 1, 1660]]"
31741,"[[1, 0, 382]]"
31737,"[[1, 1, 1474]]"
31690,"[[0, 0, 286], [0, 0, 208], [0, 1, 1130]]"
31638,"[[1, 0, 3865], [0, 1, 1478], [0, 2, 635], [1, 2, 1048], [2, 0, 2243], [0, 1, 819], [0, 2, 3486], [0, 0, 697], [0, 0, 475], [0, 0, 813], [0, 12, 493], [0, 4, 645]]"
31521,"[[2, 0, 590]]"
31513,"[[1, 0, 1056], [1, 1, 552], [0, 0, 1974]]"
31512,"[[7, 3, 1731], [7, 1, 851]]"
31479,"[[2, 0, 816]]"
31437,"[[0, 1, 753], [1, 1, 235]]"
31425,"[[0, 0, 450]]"
31361,"[[1, 0, 452], [0, 5, 450]]"
31345,"[[2, 0, 5987]]"
31295,"[[3, 0, 632], [1, 0, 752], [2, 0, 798], [0, 1, 842], [1, 1, 1594], [1, 0, 917], [1, 1, 2310], [2, 3, 2308], [1, 2, 1498], [0, 5, 2264], [0, 7, 1372]]"
31292,"[[0, 1, 2662], [0, 2, 1878], [0, 2, 1699], [0, 0, 605], [1, 0, 9344], [0, 0, 10641], [-1, 0, 1708]]"
31279,"[[1, 3, 1919]]"
31212,"[[6, 0, 515]]"
31131,"[[0, 0, 1807]]"
31124,"[[0, 0, 324]]"
31097,"[[0, 1, 126], [0, 1, 1132]]"
31079,"[[0, 1, 1164]]"
31032,"[[0, 3, 437]]"
31001,"[[1, 4, 1788]]"
30996,"[[0, 5, 460], [2, 1, 780]]"
30979,"[[1, 0, 3046], [2, 3, 1058]]"
30939,"[[0, 0, 491]]"
30871,"[[0, 0, 1930], [0, 0, 2079]]"
30836,"[[1, 1, 2788], [0, 1, 3145], [0, 0, 449]]"
30823,"[[1, 0, 596]]"
30682,"[[1, 1, 3370]]"
30670,"[[0, 3, 324]]"
30593,"[[2, 0, 2423], [3, 1, 2876], [1, 0, 1636], [0, 3, 1302], [1, 0, 727]]"
30539,"[[0, 0, 307], [1, 0, 156]]"
30491,"[[0, 1, 715], [0, 0, 2070]]"
30482,"[[0, 0, 185]]"
30476,"[[0, 0, 1878], [9, 0, 1186], [3, 3, 1479], [2, 0, 1010], [0, 6, 2335], [3, 1, 1619], [2, 0, 4363], [3, 6, 588], [0, 0, 723], [2, 2, 2148], [0, 0, 578], [0, 0, 1082], [1, 4, 477], [1, 0, 966]]"
30439,"[[0, 0, 724], [3, 3, 866], [0, 0, 361], [1, 4, 2037], [2, 2, 718], [0, 4, 1494], [3, 3, 1627]]"
30394,"[[1, 0, 2332], [1, 3, 954]]"
30324,"[[1, 0, 552]]"
30267,"[[0, 4, 522], [3, 2, 976]]"
30265,"[[0, 1, 545]]"
30249,"[[0, 2, 472]]"
30213,"[[4, 1, 1243], [1, 0, 755], [1, 3, 1285], [0, 0, 1714]]"
30169,"[[3, 0, 1248], [1, 0, 1311], [1, 0, 748]]"
30119,"[[2, 1, 1104]]"
30119,"[[0, 0, 414]]"
30103,"[[3, 0, 757], [2, 0, 535], [0, 1, 506], [2, 2, 299], [1, 0, 359], [0, 0, 1182], [1, 0, 634], [1, 2, 1455], [2, 0, 508], [2, 0, 502], [2, 8, 332], [1, 1, 667], [2, 0, 677], [0, 0, 346]]"
30078,"[[0, 0, 538], [3, 0, 344]]"
30047,"[[-2, 0, 1265]]"
30030,"[[0, 0, 295]]"
29983,"[[0, 0, 592], [0, 1, 485], [0, 3, 564], [1, 0, 990]]"
29819,"[[3, 0, 1744], [5, 3, 320], [5, 0, 796], [5, 0, 2784], [1, 3, 902], [3, 5, 1656], [5, 0, 778], [19, 6, 1456], [1, 0, 1521], [0, 0, 2029], [0, 0, 665], [2, 0, 485], [0, 1, 547]]"
29768,"[[0, 5, 8793], [0, 0, 719]]"
29759,"[[1, 0, 1259]]"
29735,"[[0, 0, 2126], [1, 0, 1839], [3, 0, 1488], [2, 1, 3532], [0, 0, 1596], [2, 1, 2996], [3, 2, 2936], [2, 1, 902], [2, 0, 1244]]"
29727,"[[0, 0, 570]]"
29649,"[[0, 0, 2519], [0, 0, 100], [1, 0, 122]]"
29627,"[[0, 0, 558]]"
29572,"[[5, 3, 1526], [3, 1, 487], [2, 0, 505]]"
29558,"[[1, 0, 1970]]"
29555,"[[0, 0, 289]]"
29544,"[[3, 0, 300]]"
29361,"[[1, 1, 308], [1, 0, 1078]]"
29335,"[[1, 3, 132], [4, 0, 320]]"
29281,"[[0, 0, 2453], [3, 0, 2944]]"
29215,"[[0, 4, 1789], [0, 1, 4891], [1, 0, 460], [1, 5, 3141], [1, 0, 534], [0, 0, 470]]"
29196,"[[2, 1, 566]]"
29196,"[[2, 0, 393], [2, 6, 1437], [0, 0, 3225], [1, 2, 491]]"
29183,"[[1, 0, 484], [1, 0, 296], [0, 0, 844], [1, 3, 1287], [2, 0, 324], [0, 0, 666], [1, 0, 531]]"
29161,"[[0, 0, 2235], [1, 0, 2891], [2, 6, 832], [2, 4, 2949], [3, 0, 2226], [0, 0, 4709]]"
29113,"[[0, 1, 3073]]"
29094,"[[0, 0, 215], [0, 0, 1102], [0, 0, 707], [1, 3, 501], [0, 0, 1766]]"
28934,"[[1, 0, 1737]]"
28891,"[[0, 0, 737]]"
28833,"[[0, 0, 303], [1, 1, 480]]"
28815,"[[1, 4, 1978], [1, 0, 1509], [0, 0, 1622], [2, 0, 1372], [0, 4, 1284], [0, 5, 658], [1, 5, 3516], [0, 0, 1159], [4, 0, 1218], [1, 2, 861], [2, 2, 5600], [2, 2, 2067], [1, 0, 1968], [0, 1, 2212], [0, 2, 850], [1, 0, 2981], [2, 1, 1673], [3, 0, 3564], [1, 0, 956], [0, 7, 1515], [2, 2, 1106], [2, 0, 2221], [3, 7, 1490]]"
28771,"[[0, 1, 189]]"
28767,"[[1, 0, 1355], [0, 0, 2310], [0, 2, 406], [0, 2, 1397], [0, 0, 615]]"
28736,"[[1, 0, 642], [0, 9, 194], [2, 2, 342], [0, 0, 511], [1, 12, 1229], [1, 0, 404], [0, 0, 987], [1, 0, 265], [0, 0, 391], [1, 0, 398], [1, 2, 1475], [0, 2, 191], [0, 0, 677], [1, 0, 1234], [0, 2, 533], [1, 7, 958], [2, 2, 2498], [1, 3, 1539], [2, 5, 1867], [1, 9, 928], [0, 7, 869], [2, 2, 682], [1, 0, 772], [0, 0, 121], [0, 0, 260], [0, 0, 519], [0, 4, 729], [0, 4, 404], [0, 2, 267], [0, 2, 413], [1, 1, 478], [1, 3, 618], [0, 0, 1152], [0, 2, 230], [0, 1, 594], [0, 0, 2935], [0, 0, 842], [0, 0, 1687], [0, 7, 615], [0, 2, 2524], [0, 1, 1402], [0, 0, 1672], [3, 4, 727], [0, 7, 1902], [0, 3, 287], [0, 2, 4606], [1, 0, 1614], [0, 3, 2507]]"
28674,"[[2, 3, 518], [1, 2, 187], [1, 0, 1441], [1, 1, 785], [0, 0, 845]]"
28663,"[[0, 0, 813]]"
28642,"[[2, 1, 375], [1, 7, 2237], [0, 0, 1567]]"
28635,"[[0, 2, 984]]"
28625,"[[3, 9, 1383], [0, 0, 492], [1, 2, 389]]"
28537,"[[1, 7, 1371], [1, 1, 1040], [1, 0, 1521], [1, 0, 1181], [1, 0, 760], [0, 2, 1339]]"
28422,"[[3, 3, 979], [0, 0, 1267], [1, 2, 780], [0, 3, 2487], [1, 1, 1061], [2, 2, 929], [3, 1, 1244]]"
28387,"[[0, 0, 262], [0, 0, 1202]]"
28366,"[[1, 1, 281], [1, 1, 248]]"
28322,"[[0, 0, 614], [0, 0, 145], [1, 3, 504], [1, 2, 751], [-1, 0, 942], [0, 0, 377], [2, 1, 685], [0, 1, 702], [0, 0, 854], [1, 0, 754], [0, 0, 1023], [0, 0, 1378], [1, 1, 560], [0, 0, 677], [1, 3, 1474], [0, 3, 1284], [1, 0, 1574], [0, 0, 1402], [0, 0, 154], [0, 0, 520], [2, 0, 500], [0, 0, 675]]"
28309,"[[0, 0, 607]]"
28299,"[[1, 0, 442], [0, 0, 750]]"
28159,"[[0, 0, 449], [0, 3, 2080], [2, 0, 484]]"
28122,"[[0, 7, 1262], [1, 17, 1170]]"
28111,"[[1, 0, 6859], [0, 0, 5796], [1, 0, 2946], [0, 1, 3046], [0, 0, 3826], [2, 0, 2078], [1, 2, 972], [0, 1, 4729]]"
28104,"[[1, 5, 1850], [1, 0, 1989]]"
28089,"[[1, 0, 1245]]"
28025,"[[0, 0, 712], [2, 2, 747], [2, 0, 651], [1, 0, 731]]"
27983,"[[0, 0, 393], [0, 2, 917], [1, 1, 1066], [0, 4, 636], [0, 0, 561], [0, 4, 576], [0, 1, 12501], [0, 0, 692], [1, 0, 1044], [0, 0, 284]]"
27942,"[[0, 10, 1388], [0, 0, 1384], [0, 0, 851], [0, 0, 1236]]"
27913,"[[0, 5, 1247], [0, 2, 3115], [1, 0, 3637], [2, 0, 1972], [1, 1, 1539]]"
27886,"[[1, 0, 538]]"
27886,"[[1, 0, 1223], [0, 0, 272], [0, 1, 2084]]"
27840,"[[0, 0, 1737], [0, 0, 183]]"
27828,"[[0, 0, 6610], [0, 0, 2558], [0, 0, 795]]"
27780,"[[1, 0, 1667], [2, 0, 1611]]"
27730,"[[1, 1, 419], [1, 1, 1394], [1, 0, 573], [0, 2, 388]]"
27683,"[[5, 0, 378], [4, 6, 3771], [3, 11, 10460], [0, 4, 1699], [0, 6, 2095], [0, 2, 1174], [1, 4, 675], [3, 1, 1379], [2, 0, 314], [7, 0, 719], [0, 1, 622], [2, 1, 136], [1, 1, 1047], [2, 0, 4659], [3, 0, 7522], [2, 1, 2875], [6, 2, 1757], [0, 0, 911], [0, 4, 3277], [3, 7, 1177], [2, 5, 4123], [1, 0, 2815], [1, 1, 6817], [2, 0, 2665], [0, 0, 5413], [1, 0, 2947], [0, 0, 4076]]"
27521,"[[0, 0, 2346], [1, 0, 347], [1, 0, 1877], [0, 0, 635]]"
27449,"[[0, 1, 855]]"
27401,"[[0, 1, 444], [0, 6, 594], [0, 0, 1255], [1, 0, 925], [2, 0, 347], [1, 9, 1115]]"
27393,"[[1, 0, 675], [2, 0, 1434]]"
27351,"[[0, 0, 310], [0, 1, 1050], [1, 1, 1397], [0, 0, 1078], [2, 0, 1531], [0, 1, 348], [1, 2, 1628], [0, 0, 631], [0, 0, 1184], [3, 1, 1061], [2, 0, 670], [0, 1, 1536], [0, 1, 799], [1, 0, 1288], [0, 0, 731], [2, 0, 1006], [4, 2, 1917]]"
27193,"[[1, 0, 244]]"
27190,"[[0, 0, 1278], [1, 0, 651], [1, 0, 1229], [0, 0, 1224], [3, 0, 2685], [0, 0, 2248], [0, 1, 1084], [0, 0, 1366]]"
27114,"[[0, 0, 1554]]"
27088,"[[2, 1, 1968], [1, 0, 1067], [1, 0, 703], [1, 0, 1359], [0, 0, 715], [1, 0, 748], [0, 0, 1263], [2, 0, 376]]"
27070,"[[2, 0, 417], [1, 1, 2683], [1, 2, 569], [0, 1, 1758], [0, 1, 418], [0, 0, 558], [1, 0, 932], [0, 0, 960], [0, 1, 1192], [2, 3, 834], [6, 0, 610], [0, 0, 457], [5, 2, 610], [0, 6, 290], [1, 0, 1162], [1, 2, 619], [0, 0, 1139]]"
27050,"[[4, 0, 1382], [1, 0, 1207], [0, 0, 1239], [1, 0, 718], [1, 0, 1045], [0, 7, 553], [2, 0, 672]]"
27001,"[[1, 2, 1028], [0, 1, 855]]"
26976,"[[0, 0, 1150], [0, 0, 580]]"
26917,"[[0, 1, 1236], [1, 0, 2990], [1, 3, 2436], [0, 2, 5117], [1, 8, 5730], [1, 0, 319], [1, 1, 5046], [1, 1, 1494], [0, 0, 3623], [1, 3, 1640]]"
26886,"[[0, 0, 952]]"
26885,"[[2, 0, 1004]]"
26818,"[[2, 0, 775], [0, 0, 1694], [2, 0, 1766]]"
26808,"[[1, 2, 1178], [8, 2, 1535], [0, 0, 1407], [0, 0, 1065], [1, 0, 1571]]"
26763,"[[0, 0, 2106]]"
26567,"[[0, 0, 676]]"
26560,"[[0, 0, 180]]"
26536,"[[1, 0, 462], [1, 2, 1769], [-1, 0, 4517]]"
26393,"[[1, 0, 4791], [0, 0, 1744], [1, 0, 1576]]"
26335,"[[0, 0, 1837], [0, 3, 561], [2, 3, 1242], [1, 0, 401], [0, 0, 774], [1, 2, 445], [0, 1, 856]]"
26250,"[[2, 1, 453], [1, 0, 997]]"
26207,"[[0, 0, 1122]]"
26193,"[[1, 3, 1138], [5, 0, 396]]"
26145,"[[0, 5, 1630], [1, 0, 1729], [1, 4, 1600], [1, 0, 1480], [2, 0, 2759], [0, 0, 1970], [0, 2, 1296], [0, 0, 2194], [1, 0, 863], [1, 0, 2046]]"
26132,"[[1, 1, 2040], [1, 4, 1893]]"
26079,"[[0, 0, 930]]"
26069,"[[3, 4, 1151], [1, 1, 796], [2, 9, 2114], [1, 0, 1872], [0, 1, 2923], [1, 0, 597], [1, 3, 316], [1, 0, 1490], [1, 1, 712], [0, 1, 506], [0, 1, 1076]]"
26064,"[[1, 2, 293], [0, 2, 647], [0, 0, 379], [2, 0, 1665], [1, 0, 846], [0, 8, 2421], [1, 0, 306], [1, 0, 1674], [0, 3, 355], [1, 0, 1668], [1, 1, 820], [3, 0, 813], [0, 0, 1148], [0, 0, 1234], [0, 0, 604], [0, 2, 771]]"
26053,"[[-1, 0, 522]]"
25996,"[[0, 4, 745]]"
25989,"[[0, 0, 177]]"
25959,"[[1, 5, 2349], [1, 0, 1593], [0, 0, 2809]]"
25953,"[[0, 0, 1238]]"
25949,"[[1, 4, 762], [1, 5, 2034], [0, 0, 1071], [0, 4, 376]]"
25940,"[[0, 0, 1906]]"
25917,"[[1, 0, 812]]"
25851,"[[0, 0, 294], [0, 0, 690], [0, 2, 739], [2, 3, 1044], [1, 0, 373], [0, 0, 271], [3, 2, 507], [0, 0, 627], [1, 0, 477], [1, 0, 323], [0, 0, 373], [0, 0, 925], [1, 0, 261], [0, 1, 403], [0, 0, 251], [0, 4, 299], [0, 1, 380], [0, 7, 277], [0, 0, 291], [0, 1, 239], [0, 4, 195], [1, 0, 1043], [0, 4, 370], [1, 0, 984], [3, 2, 716], [2, 1, 626], [2, 0, 456], [0, 0, 322], [0, 0, 357], [0, 9, 247], [0, 0, 819], [1, 2, 419], [1, 1, 580], [0, 0, 289]]"
25817,"[[0, 0, 844], [1, 0, 4348], [0, 0, 1700]]"
25801,"[[0, 0, 462]]"
25783,"[[0, 0, 2823]]"
25771,"[[0, 0, 2765]]"
25767,"[[0, 0, 6227]]"
25731,"[[4, 0, 1328]]"
25678,"[[0, 0, 1277]]"
25663,"[[0, 0, 425], [0, 0, 63]]"
25656,"[[2, 0, 690], [10, 0, 1781], [2, 0, 967]]"
25649,"[[0, 0, 465]]"
25566,"[[3, 0, 563]]"
25520,"[[0, 2, 80], [2, 0, 542], [0, 1, 182]]"
25462,"[[0, 0, 2074], [1, 3, 1428], [0, 0, 9369], [1, 0, 1172], [1, 0, 1183], [3, 7, 1763], [1, 0, 1295]]"
25460,"[[0, 0, 655]]"
25455,"[[1, 5, 1350], [1, 2, 1606], [0, 0, 1865]]"
25415,"[[1, 0, 3023], [2, 1, 2568], [1, 1, 948], [2, 0, 1510], [0, 0, 1208], [0, 0, 1308]]"
25405,"[[0, 0, 422], [0, 2, 2334], [1, 0, 550]]"
25390,"[[0, 0, 636], [0, 0, 921], [0, 2, 535]]"
25367,"[[0, 4, 3063], [1, 5, 551], [0, 2, 3185], [0, 2, 1316], [-1, 2, 2170], [1, 0, 2229], [0, 4, 980]]"
25351,"[[5, 0, 4676]]"
25342,"[[0, 0, 1359], [0, 0, 991], [3, 1, 1335]]"
25324,"[[0, 0, 721], [0, 1, 180]]"
25260,"[[0, 0, 3035], [1, 0, 1101], [0, 0, 308]]"
25237,"[[1, 1, 621], [0, 0, 1179], [1, 0, 1261], [2, 1, 377], [0, 0, 856], [0, 0, 822]]"
25138,"[[0, 2, 1117], [0, 0, 1099], [0, 0, 774], [0, 0, 692]]"
