reputation,answers
1988,"[[22, 0, 227]]"
1630,"[[22, 3, 726]]"
5435,"[[11, 0, 391]]"
3713,"[[16, 1, 503]]"
11567,"[[14, 2, 1795], [20, 2, 2442]]"
1201,"[[19, 0, 403]]"
2190,"[[16, 0, 4086]]"
18090,"[[12, 1, 1065], [24, 0, 917]]"
16342,"[[20, 3, 759], [86, 6, 1271]]"
5344,"[[24, 0, 96]]"
5424,"[[179, 1, 291]]"
1894,"[[43, 1, 4395]]"
37974,"[[12, 3, 879], [13, 0, 3096], [11, 6, 2577], [14, 0, 6399], [54, 1, 2855], [27, 5, 3068], [13, 0, 6275]]"
3030,"[[16, 1, 505]]"
69561,"[[21, 0, 2648]]"
177018,"[[16, 0, 2215], [28, 0, 1075], [27, 1, 4311], [21, 4, 2336]]"
15981,"[[64, 11, 2747]]"
2461,"[[63, 6, 2096], [11, 2, 995]]"
6982,"[[29, 5, 106], [24, 1, 659], [11, 0, 445], [13, 0, 87], [15, 1, 445]]"
2852,"[[121, 5, 443]]"
1148,"[[20, 2, 299]]"
6288,"[[18, 2, 862]]"
35874,"[[26, 4, 450], [43, 3, 207]]"
5015,"[[78, 2, 3011]]"
3639,"[[55, 0, 537]]"
2827,"[[11, 1, 865]]"
11342,"[[20, 2, 1041]]"
77921,"[[12, 5, 747], [48, 3, 1087], [11, 2, 814], [30, 5, 4503], [14, 1, 3075], [21, 2, 841], [13, 0, 2761], [38, 1, 1377], [40, 2, 474], [20, 3, 459], [11, 0, 8684], [17, 5, 5596], [141, 2, 3587], [61, 2, 3617], [11, 2, 721], [33, 1, 6496], [12, 0, 713], [22, 2, 1413], [25, 0, 507], [79, 5, 641], [19, 1, 3866], [22, 1, 947], [57, 2, 5535], [14, 0, 4320]]"
9761,"[[12, 1, 196]]"
5142,"[[17, 0, 1870], [19, 3, 485]]"
18031,"[[18, 0, 755], [26, 2, 486]]"
167287,"[[28, 4, 9014], [17, 0, 1922], [11, 1, 4355], [20, 3, 4569]]"
114589,"[[14, 0, 397]]"
25112,"[[21, 2, 588], [21, 2, 205]]"
4714,"[[20, 2, 472]]"
6274,"[[60, 3, 4807]]"
13509,"[[15, 0, 676]]"
2489,"[[48, 2, 617]]"
21640,"[[13, 0, 3095], [16, 3, 422]]"
1395,"[[40, 1, 402]]"
11676,"[[13, 3, 488]]"
11093,"[[31, 0, 1995]]"
5208,"[[13, 1, 460], [24, 0, 3710], [21, 2, 641], [42, 0, 11934], [17, 4, 3490], [19, 2, 1886], [31, 10, 1720], [14, 1, 274]]"
1841,"[[14, 1, 699]]"
210606,"[[77, 7, 2406]]"
22460,"[[19, 3, 1416]]"
4149,"[[12, 3, 835], [13, 0, 653]]"
11756,"[[15, 0, 311], [22, 1, 497]]"
2341,"[[32, 2, 1688]]"
9287,"[[14, 0, 542]]"
2596,"[[20, 0, 1049], [18, 3, 550]]"
115899,"[[21, 0, 732], [24, 1, 3614], [47, 1, 875], [31, 2, 513], [13, 1, 693], [20, 3, 4058], [26, 5, 2236], [19, 0, 881], [12, 0, 595], [16, 0, 2447], [43, 3, 1716], [13, 0, 512], [16, 1, 436], [29, 5, 1532], [11, 2, 1011], [16, 0, 2906], [46, 1, 694], [11, 1, 542], [11, 2, 739], [12, 1, 941], [12, 9, 2154], [28, 0, 2544], [11, 5, 538], [23, 1, 905], [11, 7, 4035], [11, 0, 1426], [15, 2, 549], [14, 1, 646], [13, 2, 3253], [42, 8, 1501], [16, 0, 543], [51, 2, 1171], [84, 1, 2287], [33, 6, 695], [44, 3, 425], [17, 0, 1326], [25, 1, 2248], [25, 0, 411], [22, 0, 1010], [11, 1, 1812], [14, 0, 755], [24, 0, 581], [17, 4, 1335], [48, 3, 4187]]"
2389,"[[27, 1, 867]]"
5028,"[[20, 4, 1539]]"
2813,"[[16, 0, 1554]]"
46505,"[[27, 0, 1418], [13, 0, 1724], [16, 0, 541], [14, 7, 646], [17, 9, 4051]]"
2375,"[[20, 2, 710]]"
19618,"[[36, 3, 1341]]"
2148,"[[26, 0, 1333]]"
74801,"[[11, 1, 722]]"
8214,"[[12, 4, 811]]"
15500,"[[115, 14, 989], [11, 3, 4392], [115, 9, 2531]]"
2325,"[[13, 1, 931]]"
1565,"[[12, 0, 1307]]"
5102,"[[12, 1, 592]]"
10074,"[[18, 0, 1550]]"
1172,"[[31, 0, 1129]]"
1569,"[[14, 6, 1375]]"
1814,"[[16, 8, 662]]"
10955,"[[39, 1, 689], [76, 7, 842], [68, 1, 333]]"
23225,"[[11, 0, 266]]"
13363,"[[13, 3, 1271], [12, 1, 1041]]"
18290,"[[17, 1, 1932]]"
79392,"[[15, 5, 737], [13, 0, 555], [112, 3, 529]]"
2524,"[[18, 0, 931]]"
6816,"[[60, 6, 2447]]"
20938,"[[25, 2, 129]]"
9480,"[[11, 5, 2089], [13, 1, 1437]]"
321786,"[[11, 1, 3127], [22, 0, 6776], [18, 2, 1078], [36, 0, 1608], [36, 4, 3348], [33, 0, 13832], [18, 3, 4093], [18, 2, 417], [28, 0, 11440], [19, 1, 2859], [13, 0, 2774], [77, 5, 16829]]"
4853,"[[13, 20, 2834]]"
2314,"[[15, 1, 757]]"
1225,"[[43, 4, 2196]]"
3677,"[[11, 0, 1310]]"
40268,"[[18, 4, 383], [68, 7, 764]]"
9427,"[[14, 3, 355]]"
19688,"[[36, 11, 1296], [18, 0, 839], [137, 1, 394], [12, 1, 311], [17, 0, 464], [26, 0, 492], [22, 6, 102], [13, 0, 292], [12, 0, 713]]"
13086,"[[24, 5, 945]]"
4933,"[[15, 1, 389]]"
11739,"[[19, 5, 2241]]"
5627,"[[14, 0, 1186]]"
8985,"[[14, 0, 551]]"
4477,"[[11, 0, 556], [54, 5, 814], [93, 8, 2734], [33, 4, 665]]"
61759,"[[14, 7, 11387]]"
4847,"[[52, 2, 2272]]"
1506,"[[27, 4, 259]]"
1621,"[[17, 1, 179]]"
1131,"[[13, 1, 408]]"
7386,"[[11, 2, 1098]]"
90216,"[[17, 5, 2571], [11, 1, 992], [11, 1, 1328], [11, 2, 1266]]"
14034,"[[16, 5, 304], [25, 0, 1658], [18, 4, 1038], [21, 2, 377]]"
36821,"[[108, 2, 590], [16, 0, 358], [37, 3, 362]]"
1275,"[[19, 3, 942]]"
14359,"[[16, 0, 277], [20, 2, 944], [20, 0, 312], [16, 1, 2781], [13, 0, 445], [50, 3, 6391], [11, 2, 647]]"
1167,"[[16, 0, 70]]"
6844,"[[11, 1, 1130]]"
10175,"[[26, 5, 1883], [95, 1, 348]]"
112179,"[[49, 1, 883], [11, 0, 2191], [11, 0, 428], [21, 0, 1715], [19, 2, 335], [12, 1, 1029], [18, 0, 1518], [12, 0, 2124], [38, 0, 1877], [20, 2, 1898], [23, 1, 1127], [25, 0, 714], [27, 0, 1953], [40, 0, 1654], [16, 0, 1182], [13, 0, 907], [20, 1, 1154], [22, 0, 695], [13, 0, 396], [17, 0, 1195], [14, 0, 770], [15, 1, 1432], [16, 0, 5766], [12, 0, 3471], [16, 2, 1355], [13, 0, 1044], [14, 3, 1930], [48, 0, 1215], [12, 0, 1082], [20, 0, 1724], [14, 1, 781], [122, 2, 1658], [18, 0, 3010], [11, 0, 716], [18, 0, 573], [71, 0, 526], [13, 0, 1164], [14, 1, 975], [12, 0, 931], [18, 0, 594], [15, 0, 1676], [15, 0, 2797], [18, 0, 2539], [11, 0, 1196], [14, 2, 4206], [34, 0, 604], [20, 0, 1396], [15, 2, 2742], [22, 0, 1610], [11, 1, 2542], [12, 0, 717], [11, 0, 1085]]"
1727,"[[20, 0, 1318], [87, 0, 722], [14, 1, 75]]"
127765,"[[31, 1, 195], [12, 14, 6526]]"
1329,"[[20, 6, 1038]]"
2042,"[[11, 4, 1174]]"
1012,"[[19, 1, 282]]"
14712,"[[11, 0, 444]]"
10320,"[[20, 3, 105]]"
6249,"[[11, 0, 1543]]"
31412,"[[25, 0, 239], [12, 1, 146], [11, 4, 207]]"
1774,"[[52, 3, 3233]]"
2070,"[[12, 0, 3275]]"
14384,"[[44, 1, 1640]]"
28921,"[[11, 0, 1084], [13, 2, 3381], [11, 2, 2316], [12, 0, 802], [16, 8, 3561], [13, 14, 3467]]"
5942,"[[12, 1, 1682], [15, 0, 1084], [17, 1, 2620]]"
1089,"[[19, 0, 404]]"
46378,"[[16, 0, 2236]]"
13610,"[[15, 3, 1912], [13, 0, 10863], [14, 11, 7036]]"
1219,"[[12, 2, 1002]]"
1680,"[[17, 1, 306]]"
19012,"[[24, 1, 1461]]"
24308,"[[19, 0, 362]]"
2001,"[[41, 4, 1242]]"
4950,"[[15, 0, 321]]"
5864,"[[62, 2, 2200]]"
1753,"[[11, 1, 742]]"
27446,"[[50, 6, 941]]"
2230,"[[22, 0, 530]]"
1409,"[[14, 2, 2618]]"
9795,"[[11, 1, 316]]"
186774,"[[13, 6, 571], [44, 4, 1680], [16, 5, 237], [11, 8, 699]]"
1709,"[[25, 4, 876], [16, 1, 376]]"
24127,"[[12, 0, 206], [33, 2, 472]]"
2864,"[[29, 1, 628]]"
18086,"[[27, 1, 168]]"
1293,"[[12, 1, 2074]]"
2183,"[[11, 4, 4096]]"
18226,"[[85, 5, 275]]"
3940,"[[12, 0, 1018]]"
15027,"[[17, 3, 461]]"
21645,"[[15, 0, 1609]]"
9774,"[[20, 1, 1659]]"
1336,"[[40, 0, 1309]]"
5692,"[[104, 1, 150]]"
25342,"[[27, 4, 373]]"
1188,"[[39, 0, 1748]]"
8056,"[[28, 0, 1234], [13, 2, 452]]"
2510,"[[11, 1, 1086]]"
42558,"[[16, 2, 305]]"
6457,"[[12, 1, 488], [16, 3, 708]]"
2982,"[[16, 1, 437]]"
2375,"[[34, 0, 573], [12, 0, 497]]"
5486,"[[51, 5, 576]]"
15844,"[[37, 5, 2300]]"
6839,"[[15, 1, 115]]"
3025,"[[12, 2, 208]]"
3366,"[[23, 0, 933]]"
1932,"[[14, 4, 615]]"
10365,"[[21, 0, 64], [11, 2, 1002], [13, 2, 3107], [32, 0, 1622], [12, 0, 2305], [28, 2, 4343], [14, 1, 767]]"
4673,"[[45, 7, 692]]"
2304,"[[26, 0, 1454]]"
16215,"[[11, 3, 1293]]"
6908,"[[11, 1, 555], [12, 0, 653], [30, 2, 146]]"
2884,"[[27, 3, 1083]]"
3073,"[[20, 2, 2126], [85, 0, 999]]"
8756,"[[47, 3, 1530], [20, 3, 128]]"
1567,"[[13, 9, 1376]]"
23333,"[[28, 6, 3440], [18, 10, 3800]]"
2096,"[[12, 2, 465], [13, 3, 274]]"
9294,"[[15, 2, 269]]"
5922,"[[13, 1, 427]]"
2851,"[[24, 4, 435]]"
3857,"[[21, 8, 2242], [153, 11, 4767]]"
566950,"[[24, 0, 3604], [17, 4, 1482]]"
10449,"[[143, 7, 1298]]"
4628,"[[31, 7, 533]]"
3133,"[[21, 1, 667], [15, 0, 1195], [13, 0, 768]]"
1157,"[[73, 3, 516]]"
2958,"[[14, 1, 2547], [15, 4, 2031], [25, 0, 831], [12, 0, 1263]]"
10818,"[[50, 3, 309]]"
48020,"[[13, 0, 1284], [11, 0, 345]]"
1515,"[[17, 0, 353]]"
1004,"[[13, 0, 501]]"
2135,"[[27, 3, 723]]"
3166,"[[15, 0, 216]]"
2143,"[[12, 2, 849]]"
8656,"[[85, 5, 392]]"
3620,"[[12, 0, 2755]]"
3619,"[[12, 3, 2539]]"
5035,"[[100, 3, 137]]"
2236,"[[46, 1, 1977]]"
6519,"[[16, 7, 1400], [35, 4, 1247]]"
1542,"[[70, 8, 632]]"
162987,"[[12, 1, 406], [26, 6, 1542], [11, 0, 3700]]"
1498,"[[36, 4, 1163], [36, 3, 402], [39, 5, 930]]"
2102,"[[13, 1, 490]]"
1426,"[[52, 3, 281]]"
6773,"[[19, 2, 2256]]"
1017,"[[61, 1, 259]]"
2987,"[[115, 5, 563], [20, 2, 1249]]"
9344,"[[11, 0, 326]]"
10703,"[[18, 1, 1079], [12, 2, 1365]]"
6812,"[[62, 5, 1177], [16, 1, 625]]"
1606,"[[15, 1, 446], [21, 0, 431]]"
1125,"[[43, 4, 188]]"
35048,"[[23, 1, 2573]]"
2184,"[[18, 1, 470]]"
1898,"[[38, 2, 241]]"
11667,"[[57, 5, 3185], [22, 4, 976], [13, 2, 817], [13, 3, 609]]"
5508,"[[20, 0, 400], [14, 2, 224], [49, 0, 382], [13, 1, 237]]"
15452,"[[13, 0, 252]]"
2051,"[[20, 7, 785]]"
8924,"[[17, 0, 2202]]"
4627,"[[28, 0, 621]]"
43826,"[[18, 2, 496]]"
2179,"[[34, 4, 756], [160, 14, 430]]"
2346,"[[47, 5, 2079], [38, 3, 1667], [12, 2, 754]]"
48565,"[[12, 0, 446], [17, 0, 893]]"
4986,"[[12, 3, 61]]"
1706,"[[11, 2, 705], [14, 2, 242]]"
21705,"[[40, 7, 809]]"
37572,"[[15, 4, 822], [15, 1, 1196], [12, 0, 412], [24, 1, 822], [92, 3, 1575], [24, 0, 2002], [131, 6, 2022], [113, 1, 1701], [59, 2, 3688], [11, 2, 1107]]"
45710,"[[25, 1, 2037], [19, 4, 7832], [45, 9, 1528]]"
3024,"[[11, 1, 292]]"
6343,"[[27, 2, 906]]"
170569,"[[15, 1, 1095], [17, 0, 4234], [14, 0, 986]]"
18484,"[[15, 3, 172], [41, 2, 114]]"
4934,"[[32, 0, 3238]]"
5121,"[[13, 1, 476]]"
1696,"[[15, 0, 174], [17, 0, 500]]"
10029,"[[11, 0, 595]]"
4157,"[[13, 0, 885]]"
2680,"[[23, 0, 966]]"
2130,"[[11, 0, 415]]"
5975,"[[113, 8, 2744]]"
26759,"[[13, 0, 1085], [53, 0, 732]]"
2804,"[[13, 3, 2243]]"
5369,"[[11, 1, 1645]]"
2878,"[[20, 1, 174], [12, 3, 1295]]"
2388,"[[21, 1, 695]]"
7727,"[[26, 0, 542], [22, 0, 1346], [11, 6, 3572]]"
4140,"[[33, 2, 644], [43, 3, 430]]"
2223,"[[51, 5, 493]]"
5545,"[[13, 1, 467]]"
16363,"[[16, 4, 1963]]"
9287,"[[11, 3, 403]]"
61064,"[[13, 0, 689]]"
4161,"[[47, 4, 357]]"
5954,"[[15, 3, 651]]"
31364,"[[14, 0, 1204], [16, 2, 1531]]"
7089,"[[16, 1, 1027], [14, 2, 947]]"
67890,"[[12, 2, 685]]"
9680,"[[12, 4, 184], [17, 3, 575]]"
12773,"[[11, 1, 1284]]"
1330,"[[17, 5, 536]]"
10902,"[[18, 0, 2093]]"
16202,"[[57, 3, 572], [50, 7, 1127]]"
25637,"[[31, 3, 654]]"
132433,"[[12, 0, 1686], [15, 0, 1124], [26, 0, 8597], [43, 6, 2798], [39, 0, 1307], [31, 0, 1701], [13, 9, 2096], [22, 1, 4445], [20, 4, 4063], [15, 2, 3700], [12, 4, 10155], [38, 0, 11087], [14, 7, 2278], [15, 3, 10365], [14, 2, 5834], [42, 4, 4128], [12, 0, 4774], [12, 0, 2578], [36, 0, 3835], [41, 4, 3180], [12, 1, 2213]]"
7680,"[[11, 1, 4387]]"
9310,"[[15, 2, 710]]"
7125,"[[19, 2, 508]]"
17485,"[[20, 1, 2266], [22, 1, 607], [12, 0, 497]]"
5822,"[[14, 2, 1082]]"
22208,"[[18, 7, 2737]]"
1059,"[[23, 1, 1502], [17, 3, 1370]]"
17945,"[[11, 1, 1116]]"
9925,"[[12, 1, 356], [29, 1, 208]]"
30796,"[[34, 3, 838]]"
1687,"[[11, 0, 67]]"
12701,"[[21, 2, 994]]"
59146,"[[16, 2, 2486], [27, 0, 2489]]"
3980,"[[18, 4, 4445], [11, 5, 959]]"
1222,"[[19, 1, 460]]"
18914,"[[26, 0, 389], [13, 1, 588]]"
4797,"[[15, 4, 1409]]"
9410,"[[21, 1, 1504], [15, 0, 664], [23, 1, 396], [15, 1, 3933]]"
6865,"[[25, 0, 402]]"
11618,"[[12, 0, 1288]]"
12851,"[[15, 1, 385]]"
30125,"[[23, 0, 651]]"
2032,"[[18, 1, 1031]]"
8240,"[[134, 2, 1126]]"
3903,"[[53, 2, 445]]"
7980,"[[13, 0, 688], [11, 0, 1093], [17, 4, 1447], [14, 3, 3117], [74, 6, 3005]]"
1362,"[[46, 7, 1769]]"
5251,"[[22, 0, 675]]"
1858,"[[24, 0, 190]]"
15178,"[[41, 0, 1428]]"
5208,"[[17, 3, 69]]"
1121,"[[17, 4, 2590], [11, 0, 4164]]"
33948,"[[26, 6, 2693]]"
1940,"[[17, 0, 168], [29, 1, 209]]"
25470,"[[52, 0, 838], [19, 2, 473]]"
1117,"[[17, 2, 1439], [19, 0, 697], [14, 2, 609]]"
2319,"[[19, 3, 1250], [22, 0, 1624]]"
14625,"[[11, 0, 707], [12, 0, 1053]]"
4875,"[[11, 1, 3995], [13, 0, 288], [14, 0, 2209]]"
10192,"[[20, 1, 259]]"
8583,"[[23, 2, 2512]]"
2896,"[[15, 0, 673]]"
30990,"[[25, 1, 175]]"
1898,"[[75, 4, 479]]"
31070,"[[15, 0, 849], [14, 4, 710]]"
52666,"[[15, 0, 206], [13, 0, 359]]"
7530,"[[19, 7, 1347]]"
4851,"[[19, 3, 273]]"
1098,"[[20, 2, 4891]]"
30024,"[[13, 2, 1223], [11, 2, 8817], [11, 27, 8745], [20, 5, 593], [13, 0, 3191], [33, 5, 1346], [14, 1, 3607], [13, 0, 1334]]"
22913,"[[35, 2, 663], [17, 5, 882], [13, 0, 2323], [20, 3, 579], [45, 2, 1560], [14, 1, 1213], [15, 1, 1273], [12, 0, 856], [15, 0, 461], [14, 1, 267]]"
3451,"[[15, 0, 360]]"
105619,"[[16, 7, 1870]]"
26460,"[[11, 2, 724], [14, 0, 266], [14, 0, 3866], [12, 2, 2952]]"
1981,"[[18, 2, 1940]]"
3132,"[[65, 1, 3481]]"
9185,"[[35, 1, 549]]"
4295,"[[11, 0, 1026]]"
4294,"[[23, 1, 305]]"
6775,"[[20, 2, 2368]]"
1397,"[[28, 2, 447]]"
2533,"[[17, 8, 880]]"
10481,"[[17, 0, 1109]]"
29050,"[[11, 1, 790], [12, 2, 768], [16, 0, 347]]"
1037,"[[19, 1, 523]]"
2573,"[[16, 0, 2442], [12, 0, 1457], [34, 1, 141]]"
8857,"[[15, 0, 1032]]"
23049,"[[21, 4, 290], [13, 0, 892]]"
598800,"[[22, 14, 4129], [15, 0, 2675]]"
1272,"[[44, 4, 776]]"
1027,"[[66, 3, 535]]"
7065,"[[41, 3, 536]]"
4907,"[[19, 3, 372]]"
7141,"[[39, 2, 711]]"
1750,"[[11, 3, 629], [47, 2, 448]]"
14645,"[[26, 0, 2187], [24, 1, 1045]]"
4389,"[[43, 3, 718]]"
1035,"[[12, 0, 692]]"
2344,"[[14, 3, 3393]]"
8313,"[[74, 2, 1019], [15, 0, 668]]"
10300,"[[868, 41, 838]]"
11699,"[[24, 10, 1796]]"
59335,"[[14, 1, 487]]"
5160,"[[15, 0, 1557]]"
2825,"[[20, 3, 1494], [29, 2, 586]]"
1532,"[[14, 3, 837]]"
5750,"[[115, 4, 1050]]"
8750,"[[21, 0, 3026]]"
12154,"[[19, 0, 173]]"
20724,"[[15, 6, 335], [15, 1, 576], [14, 1, 696], [30, 0, 734], [40, 1, 246], [11, 1, 856]]"
2560,"[[42, 1, 1054]]"
1640,"[[57, 1, 370]]"
1233,"[[15, 1, 572]]"
1466,"[[35, 5, 366]]"
3754,"[[19, 2, 1494]]"
6829,"[[12, 4, 1047]]"
2890,"[[13, 2, 1069]]"
7093,"[[17, 6, 571]]"
140274,"[[11, 1, 1091], [19, 1, 662], [11, 1, 1028], [11, 0, 496]]"
28721,"[[17, 0, 755], [36, 6, 2533], [31, 1, 2542], [36, 4, 1700], [48, 1, 718], [12, 0, 2190], [11, 2, 7186], [67, 0, 1997], [13, 4, 5500], [29, 6, 3930], [20, 0, 950], [38, 2, 2164], [23, 1, 2184], [22, 3, 5573], [92, 8, 5939], [13, 1, 954], [96, 4, 3191], [18, 1, 2583], [21, 4, 444]]"
15440,"[[96, 0, 600]]"
6791,"[[13, 0, 800]]"
12775,"[[12, 0, 3564], [154, 3, 3038]]"
3305,"[[17, 0, 1368]]"
1629,"[[22, 0, 1738]]"
14958,"[[11, 1, 326]]"
6322,"[[11, 2, 793]]"
2420,"[[38, 6, 701]]"
1108,"[[11, 1, 255]]"
5384,"[[18, 3, 281], [33, 0, 256]]"
35048,"[[11, 1, 1494]]"
8681,"[[11, 0, 445], [42, 1, 765]]"
1378,"[[26, 2, 620]]"
9821,"[[63, 5, 545]]"
4548,"[[31, 1, 508]]"
3688,"[[13, 0, 1120]]"
1967,"[[55, 0, 306]]"
4919,"[[20, 1, 1081]]"
5309,"[[45, 0, 1683], [18, 2, 659]]"
1414,"[[55, 10, 2426]]"
1758,"[[18, 1, 645], [18, 1, 236]]"
30661,"[[15, 3, 1642], [12, 0, 2105], [15, 8, 15805], [13, 2, 4614], [11, 0, 1349], [15, 5, 6828], [11, 0, 5380], [11, 0, 7145], [11, 2, 2545], [11, 2, 9717], [11, 1, 3164]]"
79290,"[[25, 2, 837]]"
33517,"[[26, 2, 1136], [33, 3, 7059]]"
24496,"[[12, 3, 171]]"
14079,"[[27, 0, 168]]"
38126,"[[14, 9, 600], [17, 1, 736], [14, 2, 768], [38, 2, 501], [13, 0, 312]]"
4362,"[[11, 0, 986]]"
59418,"[[82, 0, 881], [13, 1, 2912]]"
4766,"[[11, 1, 531]]"
35749,"[[43, 4, 933], [12, 0, 419]]"
4762,"[[16, 0, 275]]"
2272,"[[12, 0, 1332]]"
24316,"[[14, 2, 794], [17, 0, 614]]"
4930,"[[11, 3, 551]]"
1410,"[[11, 9, 319]]"
4569,"[[13, 0, 871]]"
12047,"[[17, 2, 588]]"
24247,"[[34, 0, 187]]"
8619,"[[13, 0, 3108]]"
5528,"[[14, 8, 3508], [20, 1, 452]]"
2476,"[[44, 5, 200]]"
12407,"[[57, 5, 1005]]"
16107,"[[37, 1, 1439]]"
3363,"[[17, 0, 1643]]"
1494,"[[17, 0, 631]]"
5593,"[[23, 1, 111]]"
14124,"[[125, 1, 858], [34, 7, 1244]]"
10709,"[[21, 1, 417]]"
1360,"[[25, 1, 806]]"
3087,"[[20, 4, 991]]"
25220,"[[13, 1, 5424]]"
8336,"[[23, 7, 938]]"
9377,"[[17, 1, 1454]]"
4423,"[[11, 0, 3810], [31, 4, 1229]]"
18303,"[[12, 4, 427]]"
4414,"[[11, 0, 781]]"
1920,"[[17, 3, 586]]"
29669,"[[15, 0, 1011]]"
10009,"[[17, 1, 428]]"
1935,"[[133, 9, 912]]"
3004,"[[11, 0, 317]]"
34315,"[[34, 0, 1967], [110, 1, 4903], [13, 4, 2072], [30, 3, 2017], [15, 0, 1238], [56, 0, 1792], [15, 2, 247]]"
6481,"[[11, 3, 358], [24, 1, 1094]]"
2468,"[[12, 5, 4973]]"
1067,"[[13, 5, 7338]]"
19569,"[[11, 0, 211], [14, 3, 446]]"
35506,"[[18, 1, 1578]]"
6160,"[[14, 0, 1592], [11, 0, 501]]"
4378,"[[20, 3, 578], [87, 1, 257]]"
2019,"[[64, 0, 923]]"
35372,"[[18, 0, 2022], [15, 0, 776], [13, 4, 1701], [17, 2, 1330], [15, 4, 504], [14, 0, 3408], [11, 0, 980], [15, 1, 1107], [14, 0, 2475], [16, 2, 2460], [19, 6, 1695], [19, 0, 399], [94, 8, 4616], [31, 3, 1531], [19, 1, 900], [18, 1, 1222], [14, 3, 827]]"
1681,"[[44, 3, 614]]"
2333,"[[11, 0, 403]]"
1756,"[[23, 1, 178]]"
35937,"[[11, 2, 521]]"
1420,"[[120, 4, 301]]"
3455,"[[34, 1, 218]]"
1082,"[[27, 1, 246]]"
30645,"[[21, 3, 825]]"
5837,"[[15, 0, 248], [15, 2, 134], [12, 3, 138]]"
4578,"[[15, 0, 1106]]"
19269,"[[21, 7, 1249]]"
15677,"[[13, 0, 379]]"
1014,"[[12, 0, 943]]"
10800,"[[38, 1, 773]]"
7079,"[[79, 7, 1077]]"
1492,"[[14, 0, 314], [11, 4, 480]]"
6013,"[[102, 3, 5825]]"
8120,"[[13, 0, 181]]"
113280,"[[25, 0, 298], [13, 14, 5212], [12, 1, 612], [37, 4, 3454], [33, 3, 1256], [13, 1, 2359]]"
4504,"[[11, 4, 3512]]"
6354,"[[147, 8, 8671]]"
1001,"[[15, 0, 243]]"
7917,"[[24, 2, 417]]"
21566,"[[15, 0, 3830], [16, 1, 1467], [16, 0, 2388], [75, 4, 1540], [30, 7, 1822]]"
2742,"[[12, 0, 130], [16, 0, 392]]"
2642,"[[123, 6, 116]]"
11578,"[[13, 0, 879]]"
3368,"[[14, 1, 437]]"
1580,"[[11, 2, 482]]"
7854,"[[125, 0, 3051]]"
14725,"[[25, 7, 983], [11, 1, 295], [244, 28, 1714], [33, 10, 2096], [13, 0, 554], [28, 4, 1514]]"
38582,"[[15, 0, 522]]"
8111,"[[40, 0, 646], [18, 1, 1296], [17, 0, 974]]"
11300,"[[134, 3, 1380]]"
9120,"[[37, 0, 379]]"
11210,"[[15, 1, 695]]"
15629,"[[18, 5, 2923]]"
1144,"[[12, 0, 64]]"
4213,"[[32, 2, 612]]"
191648,"[[21, 11, 3774], [13, 13, 5413]]"
15045,"[[12, 1, 5132], [17, 1, 1872], [13, 4, 493], [11, 0, 182], [17, 1, 3126], [24, 0, 4269], [12, 0, 3159], [25, 6, 2225], [27, 0, 4973], [15, 1, 1443], [35, 1, 929], [16, 3, 2175], [178, 5, 7893], [20, 1, 804], [23, 2, 2280], [22, 1, 412], [16, 3, 1716], [11, 1, 2515], [17, 0, 4540]]"
1474,"[[25, 0, 555]]"
11167,"[[45, 0, 1768], [12, 2, 226], [13, 4, 802]]"
1396,"[[18, 4, 1823]]"
1730,"[[11, 0, 777]]"
32711,"[[12, 3, 1146], [11, 1, 1721], [17, 1, 2610], [13, 0, 1052], [11, 3, 1220]]"
8976,"[[18, 3, 242], [15, 2, 1257]]"
1067,"[[16, 0, 914]]"
1785,"[[17, 1, 382]]"
27828,"[[28, 3, 3270]]"
467444,"[[15, 3, 671], [87, 10, 1320], [30, 2, 847], [23, 2, 1521], [14, 1, 1706], [35, 1, 2672], [21, 4, 1864], [13, 0, 204], [23, 0, 1248], [23, 2, 92], [16, 0, 1117], [11, 1, 790], [23, 3, 1733], [81, 3, 2716], [11, 5, 2265], [22, 0, 894], [15, 1, 676], [112, 4, 469], [11, 0, 440], [14, 1, 145], [34, 0, 2300], [12, 1, 608]]"
27067,"[[56, 5, 432]]"
14520,"[[25, 5, 3354]]"
9366,"[[60, 0, 7612], [11, 4, 629], [14, 3, 4687], [18, 2, 1100]]"
1160,"[[16, 0, 1263]]"
4648,"[[18, 1, 372], [18, 2, 619]]"
4030,"[[32, 6, 3111]]"
1234,"[[12, 0, 438]]"
3344,"[[13, 5, 1753]]"
11822,"[[31, 0, 773]]"
29932,"[[25, 0, 322], [20, 0, 1994], [39, 2, 836], [16, 0, 672], [21, 0, 774]]"
146789,"[[11, 0, 648], [11, 7, 1507]]"
2597,"[[35, 0, 3888]]"
26561,"[[23, 5, 939], [99, 7, 1935], [37, 4, 4053]]"
25718,"[[14, 0, 1208], [13, 1, 5344], [28, 0, 1892], [12, 1, 1046]]"
3381,"[[13, 2, 4810]]"
13906,"[[14, 5, 1529], [27, 0, 383], [11, 1, 627], [18, 4, 1239], [55, 2, 1420], [68, 3, 543], [14, 5, 1806], [15, 1, 772], [31, 6, 1834], [20, 4, 1076], [36, 8, 640], [13, 0, 1113], [109, 17, 1095], [11, 1, 3287], [37, 10, 298], [15, 3, 394], [45, 12, 2661], [14, 0, 239], [72, 2, 1060], [18, 2, 1323], [38, 3, 1399]]"
1848,"[[15, 2, 2887]]"
1097,"[[24, 1, 666]]"
